work_year,experience_level,employment_type,job_group,employee_region,remote_ratio,company_region,company_size,is_us_company
0.9255156296388247,-0.44884812173137745,-0.028082797815085245,0.9266247638213744,1.3705695531355617,-1.710490883016153,1.4309126869382864,0.3531078284873373,-1.076179940951383
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-1.8864580927989478,-0.47788842387504105,1.4309126869382864,1.8618412774786877,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-1.7230948028882411,-0.028082797815085245,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,1.8618412774786877,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,0.9266247638213744,-0.257944269831693,0.7547140352660707,-0.2677105120558065,1.8618412774786877,0.9292126362399608
-0.4827329722936719,0.8253985594254862,-11.907106273596685,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,-0.44884812173137745,-5.967594535705885,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,-0.498692600165685,-1.8864580927989478,-0.47788842387504105,-1.9663337110498993,-1.155625620504013,-1.076179940951383
0.9255156296388247,-0.44884812173137745,-0.028082797815085245,0.21396608182784468,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,0.21396608182784468,0.8277316121464768,0.7547140352660707,-0.2677105120558065,1.8618412774786877,0.9292126362399608
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,-1.155625620504013,0.9292126362399608
0.9255156296388247,2.09964524058235,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,0.9266247638213744,-2.4292960337880327,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,-1.7230948028882411,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,-1.076179940951383
-1.8909815742261684,-0.44884812173137745,-0.028082797815085245,-1.2113512821592147,0.8277316121464768,-0.47788842387504105,0.8647049539402554,-1.155625620504013,-1.076179940951383
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,0.21396608182784468,-0.257944269831693,-0.47788842387504105,-0.2677105120558065,-1.155625620504013,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,-0.44884812173137745,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,-1.076179940951383
-1.8909815742261684,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-1.8864580927989478,0.7547140352660707,1.4309126869382864,1.8618412774786877,-1.076179940951383
0.9255156296388247,2.09964524058235,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,1.639283445814904,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-1.8909815742261684,-1.7230948028882411,-0.028082797815085245,0.21396608182784468,1.3705695531355617,-1.710490883016153,1.4309126869382864,1.8618412774786877,-1.076179940951383
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,0.9266247638213744,-0.257944269831693,0.7547140352660707,-0.2677105120558065,-1.155625620504013,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-1.8909815742261684,-1.7230948028882411,5.911428940075715,0.9266247638213744,1.3705695531355617,0.7547140352660707,1.4309126869382864,1.8618412774786877,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,-1.710490883016153,-0.2677105120558065,-1.155625620504013,0.9292126362399608
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,3.0646008098019633,-0.257944269831693,-0.47788842387504105,-0.2677105120558065,-1.155625620504013,-1.076179940951383
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-2.4292960337880327,0.7547140352660707,1.4309126869382864,0.3531078284873373,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,-0.44884812173137745,-0.028082797815085245,-0.498692600165685,1.3705695531355617,0.7547140352660707,1.4309126869382864,0.3531078284873373,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,1.3705695531355617,-1.710490883016153,1.4309126869382864,0.3531078284873373,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,-0.44884812173137745,-0.028082797815085245,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-1.8909815742261684,-0.44884812173137745,-0.028082797815085245,0.21396608182784468,1.3705695531355617,0.7547140352660707,1.4309126869382864,1.8618412774786877,-1.076179940951383
0.9255156296388247,-0.44884812173137745,-0.028082797815085245,3.0646008098019633,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,-1.155625620504013,0.9292126362399608
-1.8909815742261684,-0.44884812173137745,-0.028082797815085245,2.3519421278084334,0.8277316121464768,0.7547140352660707,0.8647049539402554,-1.155625620504013,-1.076179940951383
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,-1.2113512821592147,-1.8864580927989478,0.7547140352660707,-0.2677105120558065,1.8618412774786877,0.9292126362399608
0.9255156296388247,-0.44884812173137745,-0.028082797815085245,0.21396608182784468,1.3705695531355617,-1.710490883016153,1.4309126869382864,0.3531078284873373,-1.076179940951383
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,1.639283445814904,-0.257944269831693,0.7547140352660707,1.4309126869382864,-1.155625620504013,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,-1.155625620504013,0.9292126362399608
-0.4827329722936719,-1.7230948028882411,-0.028082797815085245,3.0646008098019633,0.8277316121464768,0.7547140352660707,0.2984972209422245,1.8618412774786877,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-1.8909815742261684,-0.44884812173137745,-0.028082797815085245,0.21396608182784468,1.3705695531355617,-0.47788842387504105,1.4309126869382864,1.8618412774786877,-1.076179940951383
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,-1.2113512821592147,-1.8864580927989478,0.7547140352660707,1.4309126869382864,-1.155625620504013,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,-0.498692600165685,-1.8864580927989478,0.7547140352660707,-1.9663337110498993,-1.155625620504013,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,0.9266247638213744,-1.8864580927989478,0.7547140352660707,-1.9663337110498993,-1.155625620504013,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,1.639283445814904,-1.8864580927989478,0.7547140352660707,-1.9663337110498993,-1.155625620504013,-1.076179940951383
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,-1.2113512821592147,-1.8864580927989478,-0.47788842387504105,-0.2677105120558065,-1.155625620504013,0.9292126362399608
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-0.44884812173137745,-5.967594535705885,-0.498692600165685,1.3705695531355617,-1.710490883016153,-0.2677105120558065,-1.155625620504013,0.9292126362399608
-0.4827329722936719,-1.7230948028882411,5.911428940075715,3.0646008098019633,-1.3436201518098627,0.7547140352660707,-0.2677105120558065,1.8618412774786877,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,2.09964524058235,-0.028082797815085245,1.639283445814904,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,0.7547140352660707,-0.2677105120558065,-1.155625620504013,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.8007822108207779,-0.47788842387504105,-0.8339182450538374,-1.155625620504013,-1.076179940951383
0.9255156296388247,-0.44884812173137745,-0.028082797815085245,-0.498692600165685,1.3705695531355617,-1.710490883016153,1.4309126869382864,0.3531078284873373,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,1.639283445814904,0.8277316121464768,-0.47788842387504105,0.8647049539402554,-1.155625620504013,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,-1.7230948028882411,-0.028082797815085245,3.0646008098019633,-0.257944269831693,0.7547140352660707,-0.2677105120558065,-1.155625620504013,0.9292126362399608
-0.4827329722936719,-1.7230948028882411,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,0.7547140352660707,-0.2677105120558065,1.8618412774786877,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,0.21396608182784468,-0.257944269831693,-0.47788842387504105,-0.2677105120558065,-1.155625620504013,0.9292126362399608
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,3.0646008098019633,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-1.8909815742261684,0.8253985594254862,-0.028082797815085245,0.9266247638213744,-2.4292960337880327,-1.710490883016153,-2.53254144404793,1.8618412774786877,-1.076179940951383
0.9255156296388247,2.09964524058235,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.9266247638213744,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-1.8909815742261684,-1.7230948028882411,-0.028082797815085245,0.21396608182784468,1.3705695531355617,-1.710490883016153,1.4309126869382864,0.3531078284873373,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-1.7230948028882411,-0.028082797815085245,0.9266247638213744,-0.257944269831693,0.7547140352660707,-0.2677105120558065,1.8618412774786877,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,2.09964524058235,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,1.8618412774786877,-1.076179940951383
-0.4827329722936719,-1.7230948028882411,5.911428940075715,3.0646008098019633,0.8277316121464768,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,0.21396608182784468,1.3705695531355617,0.7547140352660707,1.4309126869382864,-1.155625620504013,-1.076179940951383
-0.4827329722936719,-0.44884812173137745,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,-1.7230948028882411,-0.028082797815085245,0.9266247638213744,-0.257944269831693,-1.710490883016153,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,-1.7230948028882411,-0.028082797815085245,0.21396608182784468,-0.257944269831693,-1.710490883016153,-0.2677105120558065,1.8618412774786877,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-0.498692600165685,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,0.21396608182784468,1.3705695531355617,-0.47788842387504105,1.4309126869382864,0.3531078284873373,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,-1.710490883016153,-0.2677105120558065,-1.155625620504013,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,1.3705695531355617,-1.710490883016153,1.4309126869382864,0.3531078284873373,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
-0.4827329722936719,0.8253985594254862,-0.028082797815085245,-0.498692600165685,1.3705695531355617,0.7547140352660707,1.4309126869382864,1.8618412774786877,-1.076179940951383
0.9255156296388247,-0.44884812173137745,-0.028082797815085245,0.9266247638213744,-0.257944269831693,0.7547140352660707,-0.2677105120558065,-1.155625620504013,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
0.9255156296388247,0.8253985594254862,-0.028082797815085245,0.21396608182784468,-0.257944269831693,-1.710490883016153,-0.2677105120558065,-1.155625620504013,0.9292126362399608
-1.8909815742261684,-1.7230948028882411,-0.028082797815085245,0.21396608182784468,1.3705695531355617,-0.47788842387504105,1.4309126869382864,1.8618412774786877,-1.076179940951383
0.9255156296388247,0.8253985594254862,-0.028082797815085245,-1.2113512821592147,-0.257944269831693,0.7547140352660707,-0.2677105120558065,0.3531078284873373,0.9292126362399608
